0.07800 , -1.16993 , -0.29362 
0.05924 , -1.44817 , 0.65942 
0.05407 , -0.91500 , -1.37973 
0.10025 , 1.67912 , -0.45167 
0.08771 , 1.72683 , -0.57243 
0.06973 , -1.47121 , -1.22200 
0.09874 , 0.20887 , 1.98818 
0.14641 , 2.04144 , 0.75901 
0.06735 , 1.31879 , -1.85555 
0.10875 , 0.18395 , 2.41753 
0.08185 , -0.94993 , 2.36914 
0.07062 , -2.70339 , -0.17596 
0.06695 , 1.60400 , -2.31744 
0.08148 , -2.74644 , 0.92723 
0.07126 , 2.79674 , -1.11067 
0.05202 , -1.98584 , 2.37787 
0.07375 , -3.17441 , 0.89171 
0.16967 , 3.09268 , -2.12094 
0.59291 , 3.89277 , -0.72017 
0.43028 , 4.54306 , -0.22481 
0.48168 , 1.58205 , -4.62474 
0.28148 , 5.29747 , -0.56194 
0.06568 , -3.93519 , 4.52767 
0.08056 , 4.88410 , -4.12556 
