0.05057 , 0.75920 , 0.42982 
0.05084 , 1.54438 , -0.09075 
0.10098 , -1.95953 , -0.20602 
0.06834 , 2.24297 , 0.18172 
0.13873 , 2.29906 , 1.14123 
0.06836 , -2.71155 , 0.48402 
0.06121 , -0.52594 , 2.81553 
0.94432 , 2.40814 , 1.81972 
0.81100 , 0.13374 , 3.82559 
0.77747 , 0.15552 , -4.16703 
0.77968 , -2.65789 , -3.61094 
0.53735 , 4.61671 , 3.09384 
0.49294 , 2.76829 , 5.36836 
0.39649 , -5.11566 , 4.12157 
0.63141 , 6.69279 , -2.25357 
0.22075 , -6.04906 , 4.56599 
0.11094 , 1.72116 , 8.24767 
0.12227 , 0.58337 , 9.34256 
0.08296 , -7.65849 , 6.15556 
0.05430 , -10.14518 , -1.25124 
