0.05357 , 0.12024 , -1.03976 
0.05306 , -1.69211 , 0.39785 
0.05447 , 1.81762 , 0.16913 
0.08417 , 1.79058 , 0.83840 
0.08895 , -0.84448 , -1.98376 
0.08540 , 2.19624 , -0.46197 
0.08200 , 0.35573 , 2.29163 
0.06661 , 2.00737 , 1.33392 
0.06403 , 1.47157 , -2.10331 
0.06512 , 0.51216 , -2.61323 
0.10878 , 2.53451 , -1.20239 
0.10378 , -2.85055 , -0.66884 
0.13042 , 1.72280 , 2.54605 
0.71790 , 2.25031 , 2.72244 
0.84983 , 2.99757 , 2.25969 
1.21318 , -3.15574 , -2.90562 
0.45494 , -4.33080 , 1.77349 
0.38531 , -4.98598 , 0.16068 
0.35966 , 4.96773 , 2.07725 
0.18582 , -5.06217 , -2.89982 
0.13411 , 4.84038 , -3.67519 
0.16065 , 5.08219 , 3.92173 
0.05594 , -7.55395 , 0.42652 
