0.07518 , -0.81685 , -1.06923 
0.05197 , 1.49025 , -0.46502 
0.06816 , 0.45943 , 1.67546 
0.05803 , 1.31517 , 1.62167 
0.05651 , -2.14597 , 0.81897 
0.05355 , -0.21977 , -2.35495 
0.08788 , -2.23193 , 1.41364 
0.05761 , 1.98896 , -1.91589 
0.07923 , -2.86499 , -0.22519 
0.05687 , -2.69516 , -1.23810 
0.05160 , 2.28981 , -2.06658 
0.09160 , -2.65022 , 1.90017 
0.07289 , -0.92451 , -3.26599 
0.08271 , 2.43157 , 2.59230 
0.07828 , 3.28545 , 1.90557 
0.07182 , -2.40708 , 3.13824 
0.05073 , -3.04870 , -2.94276 
0.98839 , -4.30321 , -1.52781 
0.40232 , -0.55206 , -4.89822 
0.67216 , 3.74677 , -3.92598 
0.20478 , -4.70548 , 3.84652 
0.05256 , -7.56834 , 0.21998 
0.09081 , -0.41702 , -7.80481 
