0.10679 , 0.64042 , 0.86876 
0.12436 , -0.90986 , 0.91271 
0.05495 , -0.96454 , -1.00183 
0.06375 , -0.11270 , 1.43688 
0.07236 , 0.51389 , 1.43818 
0.19417 , 0.55239 , 1.57276 
0.11158 , -1.16033 , -1.34488 
0.10014 , 1.47606 , 1.13561 
0.21643 , 1.15224 , 1.57129 
0.19152 , -1.88812 , -0.86803 
0.10256 , 2.11834 , 0.64745 
0.13619 , -2.29167 , -0.02026 
0.11559 , -2.36987 , -0.33899 
0.15991 , 2.58305 , -0.55699 
0.16987 , -1.04784 , -2.55095 
0.16757 , 0.42750 , -2.83113 
0.11529 , -0.46712 , 2.93494 
0.25281 , -2.58890 , -1.95656 
0.13467 , -3.46003 , 0.10782 
0.11374 , 2.94444 , 2.39880 
0.13091 , 2.90226 , -2.82126 
0.07922 , 0.51324 , 4.17431 
1.01513 , 4.46196 , -0.33589 
1.28157 , -2.80190 , -3.95126 
0.54821 , -2.23661 , 4.83354 
0.45010 , 4.72227 , -3.24778 
0.31683 , 6.00360 , 1.31464 
0.18681 , -3.68573 , -5.61957 
0.16039 , 7.27132 , 1.13544 
0.10678 , 6.77882 , 3.70187 
0.16031 , -0.27502 , -8.03134 
0.05560 , -8.26163 , 1.48021 
0.07098 , 2.48158 , -8.58902 
0.06952 , 1.90025 , -9.17236 
