0.05190 , -0.36980 , 0.55612 
0.07840 , 0.94325 , 0.34977 
0.98085 , -0.36844 , 1.24590 
1.13436 , 0.89722 , 1.49010 
0.82928 , 0.73581 , 2.03478 
1.04154 , 2.40304 , -0.58468 
1.35126 , -3.02338 , -0.99995 
1.25007 , -2.00402 , -2.82261 
1.22289 , -3.81735 , -0.08637 
1.07726 , -3.98922 , 1.58987 
1.16202 , -3.28373 , 3.35396 
0.65878 , -3.48187 , -3.72933 
0.64022 , 1.56751 , -5.19523 
0.74472 , 3.10173 , 4.98429 
0.19944 , -7.29382 , -0.45472 
0.07377 , 3.70420 , 7.02325 
0.06877 , 1.96718 , 8.02300 
0.05071 , -4.52021 , 7.50171 
