0.13487 , 0.23554 , 0.82912 
0.07183 , -0.55592 , -0.80048 
0.07846 , 0.91297 , 0.55480 
0.19638 , -1.11694 , 0.38338 
0.17050 , -0.90782 , 1.10263 
0.64634 , -0.73601 , 1.47655 
0.49745 , 2.00529 , -0.21458 
0.33981 , -1.12848 , 2.06737 
0.49878 , 2.46534 , 0.94166 
0.13798 , -2.67649 , 0.98441 
0.17034 , 1.99898 , 2.73375 
0.27461 , 3.63441 , 0.05867 
1.19309 , 0.31162 , -4.10896 
1.28172 , 4.70825 , -1.08561 
1.11691 , 4.69881 , 2.64674 
0.42343 , -5.45231 , -3.87795 
0.12760 , 4.81673 , -5.73504 
0.20202 , 5.43220 , -5.71428 
0.09961 , -0.33515 , 8.76705 
