0.05742 , -0.13023 , -0.14746 
0.05276 , 0.45826 , 0.04625 
0.09066 , 0.19543 , 0.49368 
0.06611 , -0.45105 , 0.36483 
0.14387 , 0.49450 , -0.33531 
0.25074 , 0.57289 , -0.36648 
0.25536 , 0.10569 , 0.94460 
3.79084 , 0.91964 , -0.57006 
3.80083 , 1.32226 , 0.80487 
4.85772 , 2.07127 , -0.33701 
530.52372 , -2.17632 , 3.24920 
7.56507 , 4.54992 , -1.99155 
2.59456 , -6.71582 , 1.55944 
0.67985 , -0.09553 , -7.46609 
0.17597 , 8.09220 , 2.75784 
0.19560 , -6.46339 , 6.15990 
0.13901 , -9.52310 , -1.15191 
0.13059 , 8.03680 , 5.97910 
0.12640 , 4.89048 , -9.38174 
0.05204 , 11.19581 , 4.01795 
