0.12771 , 0.05951 , -1.10821 
0.05098 , 0.74272 , -0.98722 
0.06098 , -1.11457 , -0.71414 
0.08815 , -1.04306 , -0.88395 
0.07430 , -0.91589 , -1.14719 
0.09992 , 1.34803 , 0.68337 
0.06996 , 0.59823 , 1.48866 
0.07685 , -1.50640 , -0.80748 
0.08759 , 0.97456 , 1.59705 
0.09039 , 0.58674 , 1.83618 
0.12482 , 1.16708 , -1.61609 
0.21285 , -1.52781 , -1.49280 
0.17861 , 0.34379 , 2.39232 
0.16975 , 0.24539 , -2.59398 
0.25294 , -2.61573 , -0.87884 
0.10607 , 1.90920 , 2.20438 
0.14537 , 0.45082 , -3.00668 
0.09501 , -2.46094 , 2.22441 
0.20436 , 1.31634 , -3.23832 
0.12088 , 0.02006 , 3.68188 
0.13587 , -0.49711 , -3.83908 
0.12981 , 3.26700 , -3.08214 
0.84579 , 4.84313 , 2.63897 
0.15256 , 6.74139 , -2.85858 
0.06862 , -6.73856 , 3.68723 
0.07094 , -7.58199 , -2.88178 
0.06018 , 7.51413 , -3.90775 
0.05173 , 3.21415 , -8.60273 
