2.00219 , -0.60292 , -0.81898 
2.00814 , -1.11734 , 1.05403 
2.28793 , 1.28690 , -1.89143 
2.56518 , 2.76860 , 0.39477 
2.56312 , -1.18441 , -3.06262 
2.54065 , 1.06423 , -3.81882 
4.06491 , -4.34594 , -2.55668 
1.03760 , 4.79521 , -3.40397 
1.85572 , -0.94076 , -6.44399 
0.42614 , -6.63876 , 2.94445 
0.43902 , 0.38727 , 7.77448 
0.21236 , 1.51778 , -8.18002 
0.19327 , 0.35492 , -8.76286 
0.12055 , -4.84997 , 7.79012 
0.19095 , -6.04227 , 7.51588 
0.12045 , -6.29968 , 8.38920 
0.05068 , -10.36412 , 3.92257 
