0.06383 , 0.08315 , 0.77644 
0.11272 , -0.19910 , 1.34739 
0.14344 , -1.36194 , -0.94829 
0.08108 , -0.07708 , -1.78582 
0.08287 , -1.22226 , 1.63468 
0.09914 , 0.99238 , -1.98696 
1.19529 , 1.67516 , 1.67454 
1.27314 , -1.37919 , 2.69367 
1.99384 , -3.37246 , -0.86625 
1.16234 , 0.79532 , 4.03104 
0.68882 , 0.41173 , 5.05110 
0.38669 , 2.75970 , 4.94332 
0.19299 , 4.89678 , -3.49159 
0.30681 , -5.51221 , 3.17720 
0.07968 , -1.69617 , 6.61102 
0.09808 , 1.28223 , 7.35598 
0.00055 , -4.71923 , -4.37356 
0.00055 , -1.03374 , -5.76775 
